"name","longitude","latitude","prov","date","key"
"Uta stansburiana",-118.75784,34.46723,"gbif","2016-04-16",1265578347
"Amphibolurus muricatus",149.70548,-32.1274600296928,"gbif","2005-01-20",1069794739
"Desmognathus fuscus",-80.6639,40.3642,"gbif","2011-11-08",895381082
"Anolis carolinensis",-96.8844,32.91321,"gbif","2016-01-25",1233599901
"Rana pretiosa",-122.13892,43.1787399990586,"gbif","1941-06-30",686729287
"Liopholis inornata",141.641,-35.6515,"gbif","1987-03-17",1272456805
"Takydromus sexlineatus",96.25,16.75,"gbif",NA,1056678371
"Liolaemus bibronii",-66.11547,-44.19692,"gbif",NA,1211939045
"Podarcis muralis",-123.91954,49.13364,"gbif","2016-04-10",1265565816
"Egernia cunninghami",150.87693,-29.96555,"gbif","1973-01-11",1100490817
"Anaxyrus debilis",-109.04,31.99,"gbif",NA,174492864
"Egernia saxatilis",143.25,-37.32,"gbif","1976-02-24",1272428013
"Tiliqua rugosa",144.41605,-30.9283600278168,"gbif","2006-11-10",1070076091
"Desmognathus fuscus",-82.36547,36.24933,"gbif","2007-06-26",476802944
"Notechis scutatus",149.16806,-37.1599400364198,"gbif","1981-01-01",1075005892
"Anaxyrus debilis",-99.20854,33.4848599991314,"gbif","1979-05-25",675659989
"Parasuta flagellum",142.92,-36.87,"gbif","1983-07-07",478619978
"Zootoca vivipara",-9.21259,53.11263,"gbif","2015-06-13",1229702886
"Anolis humilis",-84.47662,11.04028,"gbif","1993-03-24",894774409
"Psammodromus hispanicus",-6.58,40.4,"gbif",NA,165009126
"Liolaemus bibronii",-69.93444,-39.21556,"gbif",NA,1211937481
"Pseudacris regilla",-116.81919,33.7355,"gbif","2009-09-02",239719230
"Pachymedusa dacnicolor",-107.37031773712,24.3303702186898,"gbif","1963-07-12",543691905
"Eurycea bislineata",-73.2744,41.3017,"gbif","2004-06-12",1039471491
"Psammodromus hispanicus",-2.83,39.43,"gbif",NA,165008243
"Xantusia vigilis",-113.92922,36.62473,"gbif","2004-04-24",212150797
"Lacerta agilis",8.01616,49.02778,"gbif","2015-03-22",1137026754
"Liolaemus darwinii",-67.18,-33.41,"gbif","1969-11-26",1145426055
"Ctenotus uber",119.59417,-30.62694,"gbif",NA,1086201319
"Ctenotus taeniolatus",149.41503,-31.0175800279588,"gbif","2009-02-10",1071575169
"Sceloporus undulatus",-108.5,34.1,"gbif",NA,211213551
"Egernia striolata",150.67676,-30.8789000277379,"gbif","2003-11-25",1072105689
"Moloch horridus",132.06571,-29.89091,"gbif","2007-09-28",501557869
"Anolis cupreus",-85.5874974517773,10.8760049476529,"gbif","1996-07-04",657489178
"Psammodromus algirus",-2.57,42.59,"gbif",NA,165006062
"Psammodromus hispanicus",-3.17,37.18,"gbif",NA,165008810
"Zootoca vivipara",7.03723,44.77684,"gbif","2015-07-30",1134966130
"Zootoca vivipara",-2.07993,50.64922,"gbif","2016-08-29",688298316
"Pseudonaja textilis",150.66667,-26.11667,"gbif","2002-04-30",1066580125
"Sceloporus undulatus",-110.04417,34.98117,"gbif","2001-08-25",212140635
"Lacerta agilis",10.41229,47.421,"gbif","2014-08-05",1038699962
"Tiliqua rugosa",145.10172,-30.023560026359,"gbif","2009-09-26",1070407664
"Lithobates pipiens",-81.28887,44.3045,"gbif","2002-08-31",44153841
"Psammodromus algirus",-4.6,40.69,"gbif",NA,165006216
"Plestiodon gilberti",-116.99083,33.1410699991359,"gbif","1965-03-28",45073830
"Tiliqua nigrolutea",144.75,-40.53332,"gbif",NA,500546602
"Lacerta agilis",15.9693,56.7188,"gbif","2014-04-28",931305021
"Lithobates pipiens",-75.39345,45.52124,"gbif","2003-05-28",44153491
"Tiliqua nigrolutea",145.11809,-38.51823,"gbif","2007-12-25",1227754584
"Uta stansburiana",-121.48036,36.66468,"gbif","2016-02-13",1249295082
"Smilisca fodiens",-106.050281833668,23.2904198311417,"gbif","1963-06-29",543691866
"Psammodromus hispanicus",0.89,41.76,"gbif",NA,165008974
"Platysaurus intermedius",31.36667,-27.5,"gbif","1980-02-05",287127211
"Psammodromus hispanicus",-6.06,41.65,"gbif",NA,165009304
"Anolis carolinensis",-97.60899,30.19889,"gbif","2016-02-26",1253310680
"Heteronotia binoei",140.44861,-21.945,"gbif","2011-03-10",1066592927
"Lithobates warszewitschii",-84.28127,9.90418,"gbif","2010-03-26",362513467
"Eurycea bislineata",-78.95,38.6099999990798,"gbif","1987-04-23",786517594
"Eurycea bislineata",-72.34725,41.56203,"gbif","2003-05-16",1039464016
"Plestiodon gilberti",-121.18935,38.91654,"gbif","2016-04-15",1265592930
"Liolaemus bibronii",-67.00178,-42.44456,"gbif",NA,1211938361
"Zootoca vivipara",15.9807,56.8433,"gbif","2015-03-16",1063823607
"Podarcis muralis",8.21144,49.70657,"gbif","2014-03-29",1024166458
"Tiliqua rugosa",149.16457,-35.0653200338936,"gbif","2012-08-21",1071907319
"Amphibolurus muricatus",150.77061,-34.929690033715,"gbif","2011-01-07",1071611944
"Anaxyrus debilis",-100.77854,31.12624,"gbif","2009-05-29",675500421
"Psammodromus hispanicus",-1.67,39.34,"gbif",NA,165008190
"Psammodromus algirus",-6.21,37.96,"gbif",NA,165005985
"Takydromus sexlineatus",93.84697,21.69553,"gbif","2006-03-16",543591215
"Psammodromus algirus",-4.11,39.7,"gbif",NA,165007878
"Rana pretiosa",-110.50694,44.01548,"gbif","1950-09-06",543693810
"Ctenotus uber",144.7333,-33.9167,"gbif","1977-03-06",223778690
"Psammodromus hispanicus",-2.38,37.45,"gbif",NA,165008506
"Hemiergis peronii",135.46882,-33.94043,"gbif","2004-12-07",501917867
"Liolaemus bibronii",-70.91,-39.62,"gbif","1982-03-22",1145495322
"Psammodromus algirus",-6.09,38.14,"gbif",NA,165006290
"Psammodromus algirus",-1.06,40.32,"gbif",NA,165007840
"Moloch horridus",136.75124,-24.1318700166434,"gbif","1985-04-17",481360388
"Psammodromus hispanicus",-2.16,37.09,"gbif",NA,165008498
"Psammodromus algirus",-4.43,38.52,"gbif",NA,165006696
"Liopholis inornata",142.416,-32.4,"gbif","1976-12-31",1100502706
"Incilius mazatlanensis",-106.510293762243,23.5404072346123,"gbif","1963-06-13",543691631
"Rhinella marina",-93.01,15.801,"gbif","1999-05-26",370697895
"Liolaemus bibronii",-70.17282,-37.57283,"gbif","2003-01-22",382100384
"Amphibolurus muricatus",147.58392,-35.6866300346895,"gbif","2005-01-10",1069841747
"Sceloporus occidentalis",-116.50125,34.192,"gbif","2016-04-07",1265562645
"Psammodromus hispanicus",-3.84,37,"gbif",NA,165008833
"Pseudonaja textilis",139.13694,-33.48888,"gbif","2007-10-27",691144118
"Incilius mazatlanensis",-109.340378926996,27.070251464967,"gbif","1963-07-04",657401735
"Ctenotus uber",141.87729,-29.6355400257252,"gbif","1992-04-24",1067051280
"Egernia saxatilis",149.183,-31.6,"gbif","1966-11-17",1272433957
"Lithobates palmipes",-95.7550213825663,18.7706588484535,"gbif",NA,476545101
"Gehyra variegata",139.85666,-22.38527,"gbif","2010-04-25",691151601
"Psammodromus algirus",-2.48,39.7,"gbif",NA,165006861
"Anaxyrus canorus",-119.614240175588,38.3242320412895,"gbif","1994-07-11",1145533847
"Lithobates pipiens",-78.7724,44.12668,"gbif","2004-04-29",44153882
"Rhinella marina",151.216,-33.683,"gbif","1995-07-31",1100415496
"Incilius mazatlanensis",-106.100281816927,23.0404304161215,"gbif","1962-07-06",657348649
"Lacerta agilis",-3.07277,53.59053,"gbif","2016-06-20",791552958
"Sceloporus occidentalis",-117.74079,33.85909,"gbif","2016-01-02",1249276792
"Notechis scutatus",146.33,-37.78,"gbif","1978-10-24",478600765
"Chamaeleo dilepis",22.05,-26.86667,"gbif","1990-03-31",287041966
"Psammodromus hispanicus",-6.29,38.86,"gbif",NA,165008549
"Notechis scutatus",153.199,-28.36903,"gbif","2011-09-01",1100450039
"Psammodromus hispanicus",-2.71,39.25,"gbif",NA,165008233
"Rana pretiosa",-118.083,52.883,"gbif","1919-07-07",78153830
"Eulamprus kosciuskoi",151.7311,-31.5236,"gbif","1969-02-13",1100477135
"Bassiana duperreyi",138.5,-35.616,"gbif",NA,500781862
"Psammodromus hispanicus",-4.83,40.68,"gbif",NA,165008517
"Plestiodon gilberti",-119.943146843116,37.4365384678719,"gbif","1976-04-16",1145438825
"Anolis cristatellus",-66.1061,18.4683,"gbif","2002-06-26",1039481170
"Bassiana duperreyi",149.5106,-35.3728500342922,"gbif","1999-10-17",1069732469
"Anolis carolinensis",-94.79414,29.2925,"gbif","2015-07-29",1134965521
"Liolaemus rothi",-71.08,-39.89,"gbif","1982-04-07",1145495507
"Eurycea bislineata",-70.02509,44.08437,"gbif","2008-05-13",1039469054
"Xantusia vigilis",-116.26881,34.19844,"gbif","2016-06-21",1273853621
"Anolis carolinensis",-84.9415,32.34486,"gbif","2015-03-08",1088918490
"Moloch horridus",131.833,-25.317,"gbif","1975-10-21",1085930531
"Psammodromus algirus",-3.97,38.17,"gbif",NA,165007259
"Tiliqua rugosa",142.895,-32.012370029516,"gbif","2007-11-21",1070405756
"Podarcis muralis",9.04624,45.69051,"gbif","2016-05-21",1269585187
"Tarentola boettgeri",-15.56,27.8,"gbif",NA,165011660
"Sceloporus occidentalis",-122.22285,37.88601,"gbif","2016-02-21",1253305315
"Podarcis muralis",6.06,49.51,"gbif","2014-04-01",1213313560
"Podarcis muralis",7.8322,49.59046,"gbif","2015-06-21",1137037972
"Eremiascincus fasciolatus",140.783,-31.1936,"gbif","2008-12-12",691147559
"Liolaemus bibronii",-70.03447,-35.82392,"gbif",NA,1211938712
"Eremiascincus fasciolatus",132.304,-17.093,"gbif","2000-10-10",1085949032
"Heteronotia binoei",140.69805,-26.8386,"gbif","2008-09-19",691146737
"Gehyra variegata",146.15305,-29.2435800250809,"gbif","2009-04-06",1074771381
"Psammodromus hispanicus",-5.95,39.13,"gbif",NA,165008383
"Chamaeleo dilepis",13.06667,-5.65,"gbif","1987-02-20",439664149
"Incilius marmoreus",-103.830212373884,19.1106174690428,"gbif","1967-07-11",657379659
"Anaxyrus debilis",-99.919962422457,27.0105635831112,"gbif","1952-06-11",686745279
"Eremiascincus richardsonii",145.59431,-30.5576500272233,"gbif","2009-03-12",1074768307
"Varanus varius",150.06388,-36.3486000354955,"gbif","2009-09-22",1070135516
"Psammodromus hispanicus",-3.53,40.69,"gbif",NA,165008997
"Egernia cunninghami",151.4,-33.016,"gbif","1980-08-29",1100536800
"Anaxyrus debilis",-98.56553,33.7159099991284,"gbif","1953-04-10",675682085
"Uta stansburiana",-114.38351,34.24156,"gbif","2016-03-06",1262371644
"Smilisca fodiens",-109.420381340983,27.1602476407975,"gbif","1967-07-14",1061355881
"Dipsosaurus dorsalis",-116.11048,35.13226,"gbif","2016-05-22",1269582214
"Psammodromus hispanicus",-2.21,42.4,"gbif",NA,165008205
"Psammodromus hispanicus",-1.73,41.95,"gbif",NA,165008191
"Sceloporus variabilis",-96.76232,19.33189,"gbif","2009-08-05",1272078446
"Zootoca vivipara",14.983,59.3266,"gbif","2014-05-03",1046564065
"Zootoca vivipara",16.2855,58.154,"gbif","2015-06-26",1123402619
"Anolis cupreus",-85.87111,13.15534,"gbif","2009-08-29",1145577502
"Pachymedusa dacnicolor",-104.992,19.402,"gbif","1995-09-02",371054768
"Anaxyrus cognatus",-95.43361,44.66222,"gbif","1999-05-17",48167486
"Platysaurus intermedius",32.08333,-27.56667,"gbif","1909-12-31",287126997
"Xantusia vigilis",-115.30675,36.58994,"gbif","2014-05-11",931031253
"Uta stansburiana",-102.8161,31.635,"gbif","2016-05-20",1269570937
"Egernia saxatilis",147.95066,-35.9247200349845,"gbif","2002-03-27",1069742335
"Lithobates warszewitschii",-84.7129430066185,9.98257078348314,"gbif","1952-07-26",686738433
"Tiliqua nigrolutea",149.20477,-36.2435500353706,"gbif","2003-11-24",1069800176
"Psammodromus algirus",-5.53,36.97,"gbif",NA,165005934
"Lacerta agilis",8.54187,49.57065,"gbif","2014-07-26",1038701191
"Zootoca vivipara",13.0979,56.7058,"gbif","2015-07-23",1132435336
"Dipsosaurus dorsalis",-116.22844,33.2737,"gbif","2015-03-31",1092900569
"Dendrobates auratus",-157.80011,21.31608,"gbif","2016-05-29",1270051129
"Tiliqua rugosa",143.71956,-30.4053100269778,"gbif","2006-11-12",1070076098
"Chamaeleo dilepis",38.16667,-2.68333,"gbif",NA,886003937
"Lepidophyma flavimaculatum",-89.03,16.58,"gbif","1985-05-31",786429187
"Heteronotia binoei",148.18855,-30.0369300263807,"gbif","2012-09-11",1071367328
"Lacerta agilis",8.89437,48.32928,"gbif","2014-03-26",922120947
"Sceloporus variabilis",-97.41327,26.44048,"gbif","2014-06-15",923919609
"Austrelaps superbus",145.9,-37.68,"gbif",NA,1272477868
"Chamaeleo dilepis",27.95417,-23.82306,"gbif","2004-11-22",286884008
"Moloch horridus",126.5,-25.75,"gbif",NA,691888835
"Pseudonaja textilis",153.61415,-28.6828200241535,"gbif","2009-11-12",1071576537
"Plestiodon gilberti",-120.82603,36.56604,"gbif","2011-04-02",1099963908
"Psammodromus hispanicus",-2.24,40.24,"gbif",NA,165008750
"Notechis scutatus",150.21099,-35.768830034792,"gbif","2006-01-09",1069931474
"Gehyra variegata",148.30045,-34.3188700328905,"gbif","2008-01-06",1071886616
"Liolaemus darwinii",-68.60819,-39.07075,"gbif",NA,1211937875
"Liopholis inornata",131.833,-30.45,"gbif","1974-11-07",500718668
"Chamaeleo dilepis",40.8375,-1.77583,"gbif",NA,657435621
"Psammodromus algirus",-4.95,40.68,"gbif",NA,165006230
"Pseudemoia spenceri",146.683,-37.4833,"gbif","1978-03-07",1272447087
"Anolis gundlachi",-66.3389,18.1535,"gbif","2006-07-16",1145564734
"Psammodromus hispanicus",0.66,41.48,"gbif",NA,165008971
"Liopholis inornata",141.15,-35.37,"gbif","1986-01-27",478635688
"Pseudonaja textilis",148.01868,-32.2467400298752,"gbif","2000-03-23",1067007036
"Moloch horridus",123.266,-32.183,"gbif","1982-02-14",1100369696
"Pseudonaja textilis",151.26466,-23.84706,"gbif","2012-10-15",1272080289
"Psammodromus algirus",0.12,40.21,"gbif",NA,165006603
"Moloch horridus",134.38151,-32.13233,"gbif",NA,501603697
"Liolaemus darwinii",-67.51169,-29.85755,"gbif",NA,345363574
"Liolaemus rothi",-71.31333,-37.47778,"gbif","2001-02-09",910575210
"Eremiascincus richardsonii",142.24474,-29.4789900254684,"gbif","2003-02-23",1069908262
"Uta stansburiana",-117.85292,34.41374,"gbif","2016-05-13",1269559885
"Lithobates pipiens",-79.8055,44.7581,"gbif","2002-04-23",29326388
"Pseudacris regilla",-117.59358,33.6950599991287,"gbif","2008-09-07",239719257
"Tiliqua nigrolutea",148.12566,-35.876320034925,"gbif","2002-04-03",1069742443
"Pseudonaja textilis",142.0986,-29.31916,"gbif","2000-11-04",1100432763
"Rana pretiosa",-117.22183,45.3348699990568,"gbif","1939-08-07",543710999
"Anolis lemurinus",-90.04363,15.27763,"gbif","1978-04-23",1145464105
"Eremiascincus richardsonii",139.58892,-30.22036,"gbif",NA,501563189
"Notechis scutatus",140.14173,-37.56391,"gbif","1997-02-11",501564719
"Tiliqua rugosa",136.33704,-34.6527,"gbif","2009-05-14",501559245
"Psammodromus hispanicus",-1.66,39.88,"gbif",NA,165008716
"Anolis lionotus",-80.00278,9.32278,"gbif","1964-12-25",543690504
"Lithobates palmipes",-73.5635,4.26085,"gbif","1995-04-02",373529161
"Dipsosaurus dorsalis",-112.74,32.88,"gbif","1970-08-15",786234687
"Sceloporus occidentalis",-121.81163,37.00348,"gbif","2016-03-10",1262372118
"Lobulia elegans",118.22183,25.66083,"gbif","2000-03-10",1145542586
"Sceloporus occidentalis",-117.74462,34.08514,"gbif","2016-02-07",1249289112
"Heteronotia binoei",140.28402,-20.372,"gbif","2008-11-25",1145581358
"Moloch horridus",129.24623,-28.50738,"gbif","2006-07-21",501557094
"Egernia striolata",145.54194,-32.69444,"gbif","2001-03-20",1100435045
"Ctenotus regius",141.30202,-33.1152400311763,"gbif","2013-04-06",1071324870
"Zootoca vivipara",14.0114,57.0298,"gbif","2015-09-08",1136928678
"Pseudacris regilla",-114.04608,36.53565,"gbif","2004-04-23",212122547
"Psammodromus hispanicus",-6.37,36.79,"gbif",NA,165008399
"Heteronotia binoei",140.15625,-32.03795,"gbif","2010-10-21",501562555
"Chamaeleo dilepis",26.72222,-26.72111,"gbif","2008-02-16",286884015
"Anolis carolinensis",-97.00407,32.74784,"gbif","2016-03-25",1269539548
"Psammodromus hispanicus",-3.06,37.45,"gbif",NA,165008808
"Chamaeleo dilepis",28.4,-25.6,"gbif","1983-12-13",287041862
"Takydromus septentrionalis",121.11667,28.4,"gbif","1983-05-21",478655368
"Notechis scutatus",149.39104,-35.4427,"gbif","2012-03-30",694163374
"Psammodromus algirus",-1.07,40.05,"gbif",NA,165005443
"Lacerta agilis",7.74605,50.06364,"gbif","2014-09-06",1024125407
"Desmognathus fuscus",-78.8495,35.1061,"gbif","2000-06-29",895438857
"Sceloporus undulatus",-96.81657,33.89202,"gbif","2014-08-01",1099345937
"Rhinella marina",-99.171,22.115,"gbif","2004-08-18",370729679
"Lepidophyma flavimaculatum",-100.136,25.55,"gbif","1992-07-19",370431888
"Amphibolurus muricatus",150.84257,-32.6618400305032,"gbif","2005-02-02",1074690047
"Pachymedusa dacnicolor",-105.280255901644,21.5305003180706,"gbif","1964-07-31",786226095
"Psammodromus hispanicus",-6.7,40.4,"gbif",NA,165009130
"Chamaeleo dilepis",31.375,-25.125,"gbif",NA,286884087
"Anaxyrus cognatus",-112.117,32.167,"gbif","1969-07-24",78258167
"Liolaemus tenuis",-71.35,-36.65,"gbif","2006-12-31",1249188185
"Heteronotia binoei",136.2021,-13.6972,"gbif","2009-09-01",692486170
"Lacerta agilis",16.6619,57.5096,"gbif","2015-07-13",1132504670
"Gehyra variegata",137.99471,-32.84721,"gbif","2011-10-23",691156311
"Psammodromus hispanicus",-1.88,40.24,"gbif",NA,165008723
"Pseudonaja textilis",152.46667,-24.81667,"gbif","1998-10-10",1066569762
"Pseudacris regilla",-122.26895,46.92437,"gbif","2015-03-30",1088936134
"Lithobates palmipes",-88.8,16.98333,"gbif","1962-07-30",476589588
"Liolaemus darwinii",-66.75,-32.25,"gbif","1968-01-12",1145425685
"Psammodromus algirus",-1.12,38.16,"gbif",NA,165007441
"Tiliqua nigrolutea",148.68414,-35.6236800346106,"gbif",NA,1071798036
"Lithobates pipiens",-80.70423,44.00623,"gbif","2004-06-03",44153964
"Liopholis inornata",142.59388,-34.233,"gbif","1994-11-10",1100415962
"Pseudonaja textilis",148.38329,-31.66294,"gbif","2010-09-25",1100446643
"Liolaemus darwinii",-69.83206,-36.64014,"gbif",NA,1211938683
"Psammodromus algirus",-6.04845,39.82531,"gbif","2015-04-29",1088978064
"Heteronotia binoei",132.9932,-12.5867,"gbif","2008-06-07",484481794
"Heteronotia binoei",142.36611,-26.51444,"gbif","2010-05-05",691151925
"Podarcis muralis",7.64447,50.20959,"gbif","2014-04-17",1024166213
"Tiliqua rugosa",136.81332,-31.71499,"gbif","2007-03-29",501557446
"Egernia cunninghami",151.80027,-31.6144900288993,"gbif","2006-10-11",1070741236
"Eurycea bislineata",-78.3536,38.6511,"gbif","1998-04-23",883628299
"Lithobates palmipes",-73.6251,4.17952,"gbif","1988-04-29",373529154
"Egernia cunninghami",151.0353,-33.9817700324218,"gbif","2012-10-09",1070373916
"Psammodromus hispanicus",-6.67,37.7,"gbif",NA,165008871
"Hemiergis decresiensis",139.316,-34.566,"gbif","2000-10-10",500792741
"Eurycea bislineata",-76.41217,40.04406,"gbif","2016-05-27",1270048705
"Liopholis inornata",139.98471,-29.40222,"gbif","1994-05-04",500769011
"Gehyra variegata",140.90417,-26.90729,"gbif","2008-09-26",501923895
"Platysaurus intermedius",30.875,-23.375,"gbif",NA,286892920
"Podarcis muralis",7.74051,49.80373,"gbif","2015-03-08",1137047814
"Anaxyrus cognatus",-106.6,31.8,"gbif",NA,174492555
"Austrelaps superbus",140.7,-37.366,"gbif","1972-12-27",500719076
"Dendrobates auratus",-82.4,9.3,"gbif","2014-03-19",1135214792
"Tiliqua nigrolutea",146.9333,-36.0833,"gbif",NA,223784637
"Psammodromus hispanicus",-6.79,37.52,"gbif",NA,165008882
"Egernia striolata",146.03695,-34.2465400327907,"gbif","2007-04-30",1070118456
"Egernia cunninghami",151.07088,-32.7764800306747,"gbif","2005-01-20",1074688677
"Liopholis inornata",130.92527,-28.5711,"gbif","2002-04-11",500797625
"Moloch horridus",133.40028,-31.54037,"gbif","1995-03-28",501894266
"Liolaemus kriegi",-70.91269,-38.88577,"gbif","1968-01-06",382102440
"Sceloporus variabilis",-96.414,18.341,"gbif","1996-12-20",370675452
"Notechis scutatus",149.58361,-34.99543,"gbif","1999-02-02",1074918540
"Moloch horridus",131.18831,-25.3985900186987,"gbif","1989-09-23",481360031
"Liolaemus bibronii",-70.71581,-40.6795,"gbif",NA,1211938375
"Moloch horridus",136.416,-33.133,"gbif",NA,500712579
"Psammodromus hispanicus",-0.31,41.3,"gbif",NA,165008127
"Psammodromus hispanicus",-1.12,38.07,"gbif",NA,165009060
"Tiliqua nigrolutea",148.65097,-35.8036200348352,"gbif","2011-11-11",1071924866
"Lampropholis delicata",174.47516,-36.94314,"gbif","2016-04-26",1265600993
"Desmognathus fuscus",-73.15355,42.60295,"gbif","2014-09-28",1038343786
"Liolaemus darwinii",-66.98072,-42.44106,"gbif","2003-02-01",1249225531
"Hyla walkeri",-92.70595,16.65407,"gbif","2015-05-12",1144276367
"Egernia striolata",150.56585,-32.5434700303252,"gbif","2004-10-12",1074685986
"Ctenotus taeniolatus",150.7976,-34.3503500329338,"gbif","2010-03-15",1070324430
"Sceloporus undulatus",-111.35758,33.74287,"gbif","2004-06-07",212140678
"Notechis scutatus",144.08104,-34.5392000331917,"gbif","1993-11-29",1067118002
"Moloch horridus",135.75,-33.566,"gbif",NA,500719005
"Anaxyrus debilis",-107.7,31.8,"gbif",NA,174492923
"Lampropholis delicata",153.54894,-28.5075400238626,"gbif","2010-05-11",1069641173
"Zootoca vivipara",10.02715,61.0803,"gbif","2015-07-11",1238777025
"Amphibolurus muricatus",150.53298,-30.5442100272016,"gbif","2002-03-09",1071852026
"Ctenotus uber",119.25,-30.25,"gbif",NA,692159514
"Zootoca vivipara",-6.58943,52.17402,"gbif","2015-07-18",1229702889
"Pseudonaja textilis",147.89728,-35.8882200349397,"gbif","2002-03-21",1069742034
"Hemiergis decresiensis",149.85382,-33.4535800316693,"gbif","2007-10-08",1070015440
"Psammodromus algirus",1.12,42.3,"gbif",NA,165007312
"Lithobates pipiens",-77.11602,44.82287,"gbif","2003-04-20",44153388
"Ctenotus uber",138.71104,-30.76612,"gbif","1998-12-31",501566297
"Egernia striolata",150.96095,-32.1364600297066,"gbif","2012-12-02",1070861408
"Anolis cristatellus",-67.0277,18.5084,"gbif","2001-01-29",1145547053
"Anolis tropidolepis",-84.16732,10.16925,"gbif","2011-02-20",911914461
"Liolaemus fitzingerii",-68.32428,-45.71583,"gbif",NA,1211937863
"Liopholis inornata",129.31388,-26.615,"gbif","1995-09-04",500773493
"Varanus varius",153.0584,-29.8771600261204,"gbif","2013-09-18",1070898189
"Amphibolurus muricatus",152.87272,-30.6150500273155,"gbif","2004-12-12",1069817023
"Uta stansburiana",-119.8633,35.18986,"gbif","2016-03-22",1265544363
"Sceloporus graciosus",-116.69109,33.70958,"gbif","2014-05-09",1088892168
"Desmognathus fuscus",-70.39191,44.45779,"gbif","2008-07-11",1039477106
"Rana cascadae",-122.431459536711,41.3832740767382,"gbif","1959-08-04",1145633189
"Amphibolurus muricatus",150.17256,-35.0712400339014,"gbif","2000-02-07",1069732174
"Ctenotus regius",132.6252,-29.86242,"gbif","2005-11-20",501920902
"Zootoca vivipara",14.1485,56.0489,"gbif","2015-08-12",1135291511
"Pseudonaja textilis",148.71166,-31.14388,"gbif","2006-09-22",1100443018
"Egernia cunninghami",149.16641,-36.2483600353763,"gbif","1999-10-30",1069733126
"Lampropholis delicata",149.19595,-34.1039300325927,"gbif","2009-03-16",1070105991
"Psammodromus hispanicus",-7.35,37.8,"gbif",NA,165008924
"Pseudonaja textilis",138.86485,-33.35382,"gbif","2004-03-13",501916610
"Psammodromus algirus",-5.48,38.87,"gbif",NA,165006263
"Liolaemus petrophilus",-67.40219,-42.36858,"gbif",NA,1211938506
"Psammodromus algirus",-0.09,41.02,"gbif",NA,165007779
"Sceloporus occidentalis",-122.0628,36.90811,"gbif","2016-02-12",1249295882
"Varanus varius",153.3104,-28.5691100239648,"gbif","2013-09-13",1070898234
"Lepidophyma flavimaculatum",-85.461,15.2468,"gbif","1934-03-29",476501241
"Hemiergis peronii",137.4936,-35.70944,"gbif","1999-09-16",500788344
"Hemiergis peronii",136.4461,-33.55333,"gbif","2012-11-24",774844215
"Pseudonaja textilis",145.1,-37.7,"gbif","2009-11-07",1272278935
"Moloch horridus",119.08333,-28.45,"gbif","1967-10-19",657397054
"Egernia cunninghami",151.63269,-29.3010200251756,"gbif","1997-02-01",1071840709
"Eremiascincus richardsonii",141.07499,-33.3593800315329,"gbif","2011-12-08",1070351041
"Zootoca vivipara",10.91457,53.84392,"gbif","2014-03-13",923884957
"Pseudonaja textilis",149.2786,-31.26777,"gbif","2012-11-14",1100450074
"Sceloporus graciosus",-120.899238651547,39.698285131356,"gbif","2001-08-02",543575635
"Liopholis inornata",133.7,-31.4,"gbif","1974-10-28",500718724
"Anaxyrus debilis",-103.87882,32.94207,"gbif","2010-06-18",1135647450
"Lacerta agilis",6.39158,50.60826,"gbif","2014-05-02",922178596
"Sceloporus undulatus",-76.45533,38.44695,"gbif","2016-06-07",1272099918
"Psammodromus hispanicus",-1.55,39.52,"gbif",NA,165008185
"Incilius marmoreus",-93.804,16.068,"gbif","1978-07-08",370957829
"Anolis carolinensis",-86.54387,30.7711,"gbif","2016-03-14",1273842308
"Lithobates pipiens",-76.98,45.51,"gbif","2005-07-15",999824593
"Lampropholis delicata",150.79974,-34.4104300330161,"gbif","2015-02-10",1071929303
"Tiliqua nigrolutea",151.2071,-33.87,"gbif","2012-11-17",731923753
"Rhinella marina",-80.66892,25.33316,"gbif","2002-08-02",1136229836
"Dipsosaurus dorsalis",-112.400468768634,29.8401348850124,"gbif","1973-04-20",686859266
"Hemiergis decresiensis",150.25539,-34.3235100328969,"gbif","2003-12-15",1074850449
"Liolaemus bibronii",-68.26667,-42.5,"gbif","1977-03-09",675628382
"Dipsosaurus dorsalis",-118.03912,35.20486,"gbif","2016-06-06",1272092690
"Hemiergis decresiensis",149.95892,-33.2068100313106,"gbif","2003-05-13",1074727035
"Lacerta agilis",9.50978,48.77141,"gbif","2014-07-12",1038702625
"Eremiascincus richardsonii",142.60688,-33.813920032185,"gbif","2006-11-20",1070252615
"Tiliqua nigrolutea",150.48687,-34.6608700333562,"gbif","2009-01-31",1070455780
"Incilius marmoreus",-98.843,18.566,"gbif","1985-05-10",370465941
"Dipsosaurus dorsalis",-112.80125,31.9548,"gbif","2016-04-19",1265591019
"Psammodromus hispanicus",-5.41,36.89,"gbif",NA,165008620
"Sceloporus undulatus",-109.08483,33.0845,"gbif","2001-08-06",212140631
"Eremiascincus fasciolatus",128.6592,-20.8766000116955,"gbif","1993-03-12",691383285
"Psammodromus hispanicus",-1.58,37.89,"gbif",NA,165009083
"Psammodromus algirus",-2.38,37.36,"gbif",NA,165006191
"Hemiergis peronii",136.17054,-33.48743,"gbif","2003-12-03",501920579
"Eurycea bislineata",-79.16,38.1599999990832,"gbif","1986-04-14",786542804
"Chamaeleo dilepis",26.625,-24.875,"gbif",NA,286884131
