"name","longitude","latitude","prov","date","key","rcID"
"Puma concolor",-118.697717,34.40197,"gbif","2017-07-13",1580490894,"315"
"Puma concolor",-121.40782,37.068629,"gbif","2017-07-11",1584422902,"316"
"Puma concolor",-106.591413,23.683487,"gbif","2017-07-20",1580517653,"317"
"Puma concolor",-121.766023,37.172628,"gbif","2017-07-18",1805370354,"318"
"Puma concolor",-76.558825,1.634629,"gbif","2017-08-25",1640083892,"319"
"Puma concolor",-76.422457,1.711658,"gbif","2017-08-25",1640083921,"320"
"Puma concolor",-76.594271,1.712054,"gbif","2017-08-25",1640084054,"321"
"Puma concolor",-121.778244,37.181271,"gbif","2017-08-12",1805370889,"322"
"Puma concolor",-121.407884,37.068595,"gbif","2017-08-04",1586947317,"323"
"Puma concolor",-121.778169,37.181895,"gbif","2017-08-12",1847637599,"324"
"Puma concolor",-110.593833,32.18368,"gbif","2017-08-26",1913205661,"325"
"Puma concolor",-76.562355,1.797922,"gbif","2017-08-25",1640084069,"326"
"Puma concolor",-71.546709,-12.816152,"gbif","2017-08-04",1891359027,"327"
"Puma concolor",-116.421,32.85337,"gbif","2017-08-28",1640065487,"328"
"Puma concolor",-121.425662,37.047554,"gbif","2017-09-29",1699387095,"329"
"Puma concolor",-116.42186,32.85615,"gbif","2017-09-01",1640083213,"330"
"Puma concolor",-122.537609,38.482594,"gbif","2017-09-12",1836668221,"331"
"Puma concolor",-121.541551,37.184103,"gbif","2017-09-02",1668825297,"332"
"Puma concolor",-121.473883,37.072665,"gbif","2017-09-07",1668825332,"333"
"Puma concolor",-122.568111,38.566189,"gbif","2017-09-12",1836668214,"334"
"Puma concolor",-116.421191,32.85621,"gbif","2017-09-28",1668872040,"335"
"Puma concolor",-116.419383,32.847333,"gbif","2017-09-28",1668872013,"336"
"Puma concolor",-116.46481,33.09662,"gbif","2017-10-11",1806329511,"337"
"Puma concolor",-75.992065,5.733049,"gbif","2017-10-28",1702461190,"338"
"Puma concolor",-93.62029,16.174699,"gbif","2017-10-20",1677327045,"339"
